track_id,fragment_id,wav_path,class,label
[pia][cla]1456__2,[pia][cla]1456__2,IRMAS-TrainingData\pia\[pia][cla]1456__2.wav,Piano,0
124__[pia][nod][jaz_blu]1426__2,124__[pia][nod][jaz_blu]1426__2,IRMAS-TrainingData\pia\124__[pia][nod][jaz_blu]1426__2.wav,Piano,0
[pia][pop_roc]1445__2,[pia][pop_roc]1445__2,IRMAS-TrainingData\pia\[pia][pop_roc]1445__2.wav,Piano,0
152__[pia][dru][pop_roc]1440__3,152__[pia][dru][pop_roc]1440__3,IRMAS-TrainingData\pia\152__[pia][dru][pop_roc]1440__3.wav,Piano,0
[pia][pop_roc]1343__3,[pia][pop_roc]1343__3,IRMAS-TrainingData\pia\[pia][pop_roc]1343__3.wav,Piano,0
[pia][pop_roc]1345__3,[pia][pop_roc]1345__3,IRMAS-TrainingData\pia\[pia][pop_roc]1345__3.wav,Piano,0
[pia][jaz_blu]1485__2,[pia][jaz_blu]1485__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1485__2.wav,Piano,0
[pia][pop_roc]1317__3,[pia][pop_roc]1317__3,IRMAS-TrainingData\pia\[pia][pop_roc]1317__3.wav,Piano,0
[pia][jaz_blu]1360__3,[pia][jaz_blu]1360__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1360__3.wav,Piano,0
224__[pia][dru][cou_fol]1422__1,224__[pia][dru][cou_fol]1422__1,IRMAS-TrainingData\pia\224__[pia][dru][cou_fol]1422__1.wav,Piano,0
[pia][jaz_blu]1366__3,[pia][jaz_blu]1366__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1366__3.wav,Piano,0
[pia][jaz_blu]1357__2,[pia][jaz_blu]1357__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1357__2.wav,Piano,0
[pia][cla]1307__3,[pia][cla]1307__3,IRMAS-TrainingData\pia\[pia][cla]1307__3.wav,Piano,0
[pia][cla]1370__2,[pia][cla]1370__2,IRMAS-TrainingData\pia\[pia][cla]1370__2.wav,Piano,0
112__[pia][nod][cla]1392__3,112__[pia][nod][cla]1392__3,IRMAS-TrainingData\pia\112__[pia][nod][cla]1392__3.wav,Piano,0
[pia][pop_roc]1295__3,[pia][pop_roc]1295__3,IRMAS-TrainingData\pia\[pia][pop_roc]1295__3.wav,Piano,0
231__[pia][nod][cla]1408__1,231__[pia][nod][cla]1408__1,IRMAS-TrainingData\pia\231__[pia][nod][cla]1408__1.wav,Piano,0
[pia][jaz_blu]1516__3,[pia][jaz_blu]1516__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1516__3.wav,Piano,0
[pia][pop_roc]1541__1,[pia][pop_roc]1541__1,IRMAS-TrainingData\pia\[pia][pop_roc]1541__1.wav,Piano,0
224__[pia][dru][cou_fol]1422__2,224__[pia][dru][cou_fol]1422__2,IRMAS-TrainingData\pia\224__[pia][dru][cou_fol]1422__2.wav,Piano,0
[pia][jaz_blu]1488__2,[pia][jaz_blu]1488__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1488__2.wav,Piano,0
[pia][jaz_blu]1452__1,[pia][jaz_blu]1452__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1452__1.wav,Piano,0
[pia][cla]1374__2,[pia][cla]1374__2,IRMAS-TrainingData\pia\[pia][cla]1374__2.wav,Piano,0
[pia][jaz_blu]1524__3,[pia][jaz_blu]1524__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1524__3.wav,Piano,0
[pia][cla]1323__1,[pia][cla]1323__1,IRMAS-TrainingData\pia\[pia][cla]1323__1.wav,Piano,0
[pia][jaz_blu]1314__2,[pia][jaz_blu]1314__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1314__2.wav,Piano,0
093__[pia][dru][jaz_blu]1428__2,093__[pia][dru][jaz_blu]1428__2,IRMAS-TrainingData\pia\093__[pia][dru][jaz_blu]1428__2.wav,Piano,0
[pia][cla]1327__2,[pia][cla]1327__2,IRMAS-TrainingData\pia\[pia][cla]1327__2.wav,Piano,0
[pia][pop_roc]1446__3,[pia][pop_roc]1446__3,IRMAS-TrainingData\pia\[pia][pop_roc]1446__3.wav,Piano,0
[pia][jaz_blu]1300__2,[pia][jaz_blu]1300__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1300__2.wav,Piano,0
[pia][jaz_blu]1467__2,[pia][jaz_blu]1467__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1467__2.wav,Piano,0
[pia][cla]1370__3,[pia][cla]1370__3,IRMAS-TrainingData\pia\[pia][cla]1370__3.wav,Piano,0
107__[pia][nod][cla]1412__3,107__[pia][nod][cla]1412__3,IRMAS-TrainingData\pia\107__[pia][nod][cla]1412__3.wav,Piano,0
[pia][cla]1308__2,[pia][cla]1308__2,IRMAS-TrainingData\pia\[pia][cla]1308__2.wav,Piano,0
[pia][jaz_blu]1528__1,[pia][jaz_blu]1528__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1528__1.wav,Piano,0
[pia][jaz_blu]1300__1,[pia][jaz_blu]1300__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1300__1.wav,Piano,0
[pia][cla]1308__3,[pia][cla]1308__3,IRMAS-TrainingData\pia\[pia][cla]1308__3.wav,Piano,0
[pia][jaz_blu]1505__1,[pia][jaz_blu]1505__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1505__1.wav,Piano,0
[pia][jaz_blu]1463__3,[pia][jaz_blu]1463__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1463__3.wav,Piano,0
[pia][jaz_blu]1487__1,[pia][jaz_blu]1487__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1487__1.wav,Piano,0
204__[pia][nod][cla]1401__2,204__[pia][nod][cla]1401__2,IRMAS-TrainingData\pia\204__[pia][nod][cla]1401__2.wav,Piano,0
[pia][cla]1369__3,[pia][cla]1369__3,IRMAS-TrainingData\pia\[pia][cla]1369__3.wav,Piano,0
[pia][pop_roc]1537__2,[pia][pop_roc]1537__2,IRMAS-TrainingData\pia\[pia][pop_roc]1537__2.wav,Piano,0
[pia][cla]1355__1,[pia][cla]1355__1,IRMAS-TrainingData\pia\[pia][cla]1355__1.wav,Piano,0
[pia][pop_roc]1443__1,[pia][pop_roc]1443__1,IRMAS-TrainingData\pia\[pia][pop_roc]1443__1.wav,Piano,0
[pia][jaz_blu]1518__2,[pia][jaz_blu]1518__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1518__2.wav,Piano,0
[pia][cla]1369__1,[pia][cla]1369__1,IRMAS-TrainingData\pia\[pia][cla]1369__1.wav,Piano,0
[pia][jaz_blu]1534__1,[pia][jaz_blu]1534__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1534__1.wav,Piano,0
[pia][jaz_blu]1476__3,[pia][jaz_blu]1476__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1476__3.wav,Piano,0
[pia][jaz_blu]1533__3,[pia][jaz_blu]1533__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1533__3.wav,Piano,0
[pia][jaz_blu]1465__3,[pia][jaz_blu]1465__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1465__3.wav,Piano,0
[pia][pop_roc]1331__2,[pia][pop_roc]1331__2,IRMAS-TrainingData\pia\[pia][pop_roc]1331__2.wav,Piano,0
[pia][pop_roc]1306__2,[pia][pop_roc]1306__2,IRMAS-TrainingData\pia\[pia][pop_roc]1306__2.wav,Piano,0
196__[pia][nod][pop_roc]1439__3,196__[pia][nod][pop_roc]1439__3,IRMAS-TrainingData\pia\196__[pia][nod][pop_roc]1439__3.wav,Piano,0
[pia][jaz_blu]1508__2,[pia][jaz_blu]1508__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1508__2.wav,Piano,0
[pia][jaz_blu]1503__1,[pia][jaz_blu]1503__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1503__1.wav,Piano,0
135__[pia][nod][cla]1396__2,135__[pia][nod][cla]1396__2,IRMAS-TrainingData\pia\135__[pia][nod][cla]1396__2.wav,Piano,0
072__[pia][nod][cla]1395__2,072__[pia][nod][cla]1395__2,IRMAS-TrainingData\pia\072__[pia][nod][cla]1395__2.wav,Piano,0
157__[pia][nod][cla]1400__3,157__[pia][nod][cla]1400__3,IRMAS-TrainingData\pia\157__[pia][nod][cla]1400__3.wav,Piano,0
218__[pia][nod][cla]1417__3,218__[pia][nod][cla]1417__3,IRMAS-TrainingData\pia\218__[pia][nod][cla]1417__3.wav,Piano,0
[pia][pop_roc]1349__3,[pia][pop_roc]1349__3,IRMAS-TrainingData\pia\[pia][pop_roc]1349__3.wav,Piano,0
[pia][pop_roc]1349__2,[pia][pop_roc]1349__2,IRMAS-TrainingData\pia\[pia][pop_roc]1349__2.wav,Piano,0
107__[pia][nod][cla]1412__1,107__[pia][nod][cla]1412__1,IRMAS-TrainingData\pia\107__[pia][nod][cla]1412__1.wav,Piano,0
[pia][jaz_blu]1460__1,[pia][jaz_blu]1460__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1460__1.wav,Piano,0
[pia][jaz_blu]1452__3,[pia][jaz_blu]1452__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1452__3.wav,Piano,0
[pia][jaz_blu]1490__2,[pia][jaz_blu]1490__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1490__2.wav,Piano,0
[pia][jaz_blu]1515__1,[pia][jaz_blu]1515__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1515__1.wav,Piano,0
[pia][cla]1361__3,[pia][cla]1361__3,IRMAS-TrainingData\pia\[pia][cla]1361__3.wav,Piano,0
[pia][jaz_blu]1523__2,[pia][jaz_blu]1523__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1523__2.wav,Piano,0
024__[pia][nod][cla]1414__3,024__[pia][nod][cla]1414__3,IRMAS-TrainingData\pia\024__[pia][nod][cla]1414__3.wav,Piano,0
161__[pia][nod][pop_roc]1441__2,161__[pia][nod][pop_roc]1441__2,IRMAS-TrainingData\pia\161__[pia][nod][pop_roc]1441__2.wav,Piano,0
[pia][pop_roc]1334__1,[pia][pop_roc]1334__1,IRMAS-TrainingData\pia\[pia][pop_roc]1334__1.wav,Piano,0
[pia][pop_roc]1316__1,[pia][pop_roc]1316__1,IRMAS-TrainingData\pia\[pia][pop_roc]1316__1.wav,Piano,0
[pia][pop_roc]1349__1,[pia][pop_roc]1349__1,IRMAS-TrainingData\pia\[pia][pop_roc]1349__1.wav,Piano,0
[pia][pop_roc]1546__1,[pia][pop_roc]1546__1,IRMAS-TrainingData\pia\[pia][pop_roc]1546__1.wav,Piano,0
[pia][pop_roc]1332__2,[pia][pop_roc]1332__2,IRMAS-TrainingData\pia\[pia][pop_roc]1332__2.wav,Piano,0
[pia][jaz_blu]1479__1,[pia][jaz_blu]1479__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1479__1.wav,Piano,0
220__[pia][nod][cla]1416__2,220__[pia][nod][cla]1416__2,IRMAS-TrainingData\pia\220__[pia][nod][cla]1416__2.wav,Piano,0
[pia][pop_roc]1320__1,[pia][pop_roc]1320__1,IRMAS-TrainingData\pia\[pia][pop_roc]1320__1.wav,Piano,0
002__[pia][nod][cla]1382__1,002__[pia][nod][cla]1382__1,IRMAS-TrainingData\pia\002__[pia][nod][cla]1382__1.wav,Piano,0
[pia][pop_roc]1287__3,[pia][pop_roc]1287__3,IRMAS-TrainingData\pia\[pia][pop_roc]1287__3.wav,Piano,0
[pia][jaz_blu]1505__2,[pia][jaz_blu]1505__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1505__2.wav,Piano,0
244__[pia][nod][cla]1384__2,244__[pia][nod][cla]1384__2,IRMAS-TrainingData\pia\244__[pia][nod][cla]1384__2.wav,Piano,0
[pia][jaz_blu]1507__3,[pia][jaz_blu]1507__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1507__3.wav,Piano,0
155__[pia][nod][cla]1415__2,155__[pia][nod][cla]1415__2,IRMAS-TrainingData\pia\155__[pia][nod][cla]1415__2.wav,Piano,0
[pia][cla]1496__2,[pia][cla]1496__2,IRMAS-TrainingData\pia\[pia][cla]1496__2.wav,Piano,0
[pia][jaz_blu]1526__2,[pia][jaz_blu]1526__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1526__2.wav,Piano,0
[pia][pop_roc]1377__3,[pia][pop_roc]1377__3,IRMAS-TrainingData\pia\[pia][pop_roc]1377__3.wav,Piano,0
[pia][jaz_blu]1534__2,[pia][jaz_blu]1534__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1534__2.wav,Piano,0
[pia][jaz_blu]1372__1,[pia][jaz_blu]1372__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1372__1.wav,Piano,0
222__[pia][nod][pop_roc]1438__3,222__[pia][nod][pop_roc]1438__3,IRMAS-TrainingData\pia\222__[pia][nod][pop_roc]1438__3.wav,Piano,0
[pia][jaz_blu]1518__3,[pia][jaz_blu]1518__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1518__3.wav,Piano,0
[pia][jaz_blu]1515__3,[pia][jaz_blu]1515__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1515__3.wav,Piano,0
001__[pia][nod][cla]1389__1,001__[pia][nod][cla]1389__1,IRMAS-TrainingData\pia\001__[pia][nod][cla]1389__1.wav,Piano,0
[pia][jaz_blu]1314__1,[pia][jaz_blu]1314__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1314__1.wav,Piano,0
[pia][jaz_blu]1501__2,[pia][jaz_blu]1501__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1501__2.wav,Piano,0
031__[pia][nod][cla]1444__2,031__[pia][nod][cla]1444__2,IRMAS-TrainingData\pia\031__[pia][nod][cla]1444__2.wav,Piano,0
[pia][jaz_blu]1529__2,[pia][jaz_blu]1529__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1529__2.wav,Piano,0
[pia][jaz_blu]1360__1,[pia][jaz_blu]1360__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1360__1.wav,Piano,0
[pia][cla]1499__2,[pia][cla]1499__2,IRMAS-TrainingData\pia\[pia][cla]1499__2.wav,Piano,0
[pia][cla]1346__2,[pia][cla]1346__2,IRMAS-TrainingData\pia\[pia][cla]1346__2.wav,Piano,0
101__[pia][nod][cla]1399__1,101__[pia][nod][cla]1399__1,IRMAS-TrainingData\pia\101__[pia][nod][cla]1399__1.wav,Piano,0
[pia][cla]1346__3,[pia][cla]1346__3,IRMAS-TrainingData\pia\[pia][cla]1346__3.wav,Piano,0
[pia][pop_roc]1333__1,[pia][pop_roc]1333__1,IRMAS-TrainingData\pia\[pia][pop_roc]1333__1.wav,Piano,0
131__[pia][nod][cla]1402__2,131__[pia][nod][cla]1402__2,IRMAS-TrainingData\pia\131__[pia][nod][cla]1402__2.wav,Piano,0
[pia][jaz_blu]1500__2,[pia][jaz_blu]1500__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1500__2.wav,Piano,0
108__[pia][nod][cla]1386__3,108__[pia][nod][cla]1386__3,IRMAS-TrainingData\pia\108__[pia][nod][cla]1386__3.wav,Piano,0
[pia][jaz_blu]1516__2,[pia][jaz_blu]1516__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1516__2.wav,Piano,0
182__[pia][dru][cou_fol]1421__1,182__[pia][dru][cou_fol]1421__1,IRMAS-TrainingData\pia\182__[pia][dru][cou_fol]1421__1.wav,Piano,0
185__[pia][dru][pop_roc]1442__2,185__[pia][dru][pop_roc]1442__2,IRMAS-TrainingData\pia\185__[pia][dru][pop_roc]1442__2.wav,Piano,0
[pia][jaz_blu]1492__3,[pia][jaz_blu]1492__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1492__3.wav,Piano,0
228__[pia][nod][pop_roc]1437__1,228__[pia][nod][pop_roc]1437__1,IRMAS-TrainingData\pia\228__[pia][nod][pop_roc]1437__1.wav,Piano,0
[pia][pop_roc]1289__2,[pia][pop_roc]1289__2,IRMAS-TrainingData\pia\[pia][pop_roc]1289__2.wav,Piano,0
[pia][jaz_blu]1514__3,[pia][jaz_blu]1514__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1514__3.wav,Piano,0
[pia][jaz_blu]1475__1,[pia][jaz_blu]1475__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1475__1.wav,Piano,0
[pia][pop_roc]1296__2,[pia][pop_roc]1296__2,IRMAS-TrainingData\pia\[pia][pop_roc]1296__2.wav,Piano,0
[pia][cla]1294__3,[pia][cla]1294__3,IRMAS-TrainingData\pia\[pia][cla]1294__3.wav,Piano,0
[pia][jaz_blu]1298__1,[pia][jaz_blu]1298__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1298__1.wav,Piano,0
[pia][pop_roc]1286__2,[pia][pop_roc]1286__2,IRMAS-TrainingData\pia\[pia][pop_roc]1286__2.wav,Piano,0
[pia][jaz_blu]1524__2,[pia][jaz_blu]1524__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1524__2.wav,Piano,0
[pia][jaz_blu]1480__1,[pia][jaz_blu]1480__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1480__1.wav,Piano,0
[pia][jaz_blu]1511__1,[pia][jaz_blu]1511__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1511__1.wav,Piano,0
[pia][jaz_blu]1484__3,[pia][jaz_blu]1484__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1484__3.wav,Piano,0
170__[pia][nod][cla]1403__2,170__[pia][nod][cla]1403__2,IRMAS-TrainingData\pia\170__[pia][nod][cla]1403__2.wav,Piano,0
[pia][cla]1355__2,[pia][cla]1355__2,IRMAS-TrainingData\pia\[pia][cla]1355__2.wav,Piano,0
[pia][cla]1325__1,[pia][cla]1325__1,IRMAS-TrainingData\pia\[pia][cla]1325__1.wav,Piano,0
[pia][jaz_blu]1533__2,[pia][jaz_blu]1533__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1533__2.wav,Piano,0
[pia][jaz_blu]1339__3,[pia][jaz_blu]1339__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1339__3.wav,Piano,0
032__[pia][dru][jaz_blu]1425__2,032__[pia][dru][jaz_blu]1425__2,IRMAS-TrainingData\pia\032__[pia][dru][jaz_blu]1425__2.wav,Piano,0
[pia][cla]1337__1,[pia][cla]1337__1,IRMAS-TrainingData\pia\[pia][cla]1337__1.wav,Piano,0
[pia][pop_roc]1376__2,[pia][pop_roc]1376__2,IRMAS-TrainingData\pia\[pia][pop_roc]1376__2.wav,Piano,0
004__[pia][nod][cla]1394__2,004__[pia][nod][cla]1394__2,IRMAS-TrainingData\pia\004__[pia][nod][cla]1394__2.wav,Piano,0
112__[pia][nod][cla]1392__2,112__[pia][nod][cla]1392__2,IRMAS-TrainingData\pia\112__[pia][nod][cla]1392__2.wav,Piano,0
101__[pia][nod][cla]1399__2,101__[pia][nod][cla]1399__2,IRMAS-TrainingData\pia\101__[pia][nod][cla]1399__2.wav,Piano,0
