track_id,fragment_id,wav_path,class,label
[pia][jaz_blu]1516__3,[pia][jaz_blu]1516__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1516__3.wav,Piano,0
[pia][cla]1346__1,[pia][cla]1346__1,IRMAS-TrainingData\pia\[pia][cla]1346__1.wav,Piano,0
[pia][pop_roc]1450__1,[pia][pop_roc]1450__1,IRMAS-TrainingData\pia\[pia][pop_roc]1450__1.wav,Piano,0
[pia][jaz_blu]1490__3,[pia][jaz_blu]1490__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1490__3.wav,Piano,0
[pia][cla]1292__1,[pia][cla]1292__1,IRMAS-TrainingData\pia\[pia][cla]1292__1.wav,Piano,0
[pia][jaz_blu]1363__3,[pia][jaz_blu]1363__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1363__3.wav,Piano,0
[pia][jaz_blu]1529__2,[pia][jaz_blu]1529__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1529__2.wav,Piano,0
[pia][jaz_blu]1481__1,[pia][jaz_blu]1481__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1481__1.wav,Piano,0
[pia][jaz_blu]1488__1,[pia][jaz_blu]1488__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1488__1.wav,Piano,0
[pia][cla]1448__3,[pia][cla]1448__3,IRMAS-TrainingData\pia\[pia][cla]1448__3.wav,Piano,0
[pia][jaz_blu]1459__1,[pia][jaz_blu]1459__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1459__1.wav,Piano,0
[pia][jaz_blu]1506__1,[pia][jaz_blu]1506__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1506__1.wav,Piano,0
[pia][jaz_blu]1514__3,[pia][jaz_blu]1514__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1514__3.wav,Piano,0
[pia][jaz_blu]1473__2,[pia][jaz_blu]1473__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1473__2.wav,Piano,0
222__[pia][nod][pop_roc]1438__3,222__[pia][nod][pop_roc]1438__3,IRMAS-TrainingData\pia\222__[pia][nod][pop_roc]1438__3.wav,Piano,0
[pia][cla]1294__2,[pia][cla]1294__2,IRMAS-TrainingData\pia\[pia][cla]1294__2.wav,Piano,0
[pia][pop_roc]1290__1,[pia][pop_roc]1290__1,IRMAS-TrainingData\pia\[pia][pop_roc]1290__1.wav,Piano,0
196__[pia][nod][pop_roc]1439__3,196__[pia][nod][pop_roc]1439__3,IRMAS-TrainingData\pia\196__[pia][nod][pop_roc]1439__3.wav,Piano,0
[pia][cla]1361__2,[pia][cla]1361__2,IRMAS-TrainingData\pia\[pia][cla]1361__2.wav,Piano,0
086__[pia][dru][jaz_blu]1424__1,086__[pia][dru][jaz_blu]1424__1,IRMAS-TrainingData\pia\086__[pia][dru][jaz_blu]1424__1.wav,Piano,0
[pia][jaz_blu]1494__3,[pia][jaz_blu]1494__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1494__3.wav,Piano,0
[pia][jaz_blu]1371__1,[pia][jaz_blu]1371__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1371__1.wav,Piano,0
[pia][jaz_blu]1523__3,[pia][jaz_blu]1523__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1523__3.wav,Piano,0
153__[pia][dru][cou_fol]1419__2,153__[pia][dru][cou_fol]1419__2,IRMAS-TrainingData\pia\153__[pia][dru][cou_fol]1419__2.wav,Piano,0
[pia][jaz_blu]1510__3,[pia][jaz_blu]1510__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1510__3.wav,Piano,0
178__[pia][nod][cla]1379__3,178__[pia][nod][cla]1379__3,IRMAS-TrainingData\pia\178__[pia][nod][cla]1379__3.wav,Piano,0
[pia][pop_roc]1334__3,[pia][pop_roc]1334__3,IRMAS-TrainingData\pia\[pia][pop_roc]1334__3.wav,Piano,0
125__[pia][nod][cla]1378__3,125__[pia][nod][cla]1378__3,IRMAS-TrainingData\pia\125__[pia][nod][cla]1378__3.wav,Piano,0
222__[pia][nod][pop_roc]1438__2,222__[pia][nod][pop_roc]1438__2,IRMAS-TrainingData\pia\222__[pia][nod][pop_roc]1438__2.wav,Piano,0
[pia][cla]1375__2,[pia][cla]1375__2,IRMAS-TrainingData\pia\[pia][cla]1375__2.wav,Piano,0
[pia][jaz_blu]1484__1,[pia][jaz_blu]1484__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1484__1.wav,Piano,0
[pia][jaz_blu]1509__3,[pia][jaz_blu]1509__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1509__3.wav,Piano,0
212__[pia][nod][cla]1397__3,212__[pia][nod][cla]1397__3,IRMAS-TrainingData\pia\212__[pia][nod][cla]1397__3.wav,Piano,0
[pia][jaz_blu]1479__3,[pia][jaz_blu]1479__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1479__3.wav,Piano,0
135__[pia][nod][cla]1396__2,135__[pia][nod][cla]1396__2,IRMAS-TrainingData\pia\135__[pia][nod][cla]1396__2.wav,Piano,0
[pia][cla]1324__1,[pia][cla]1324__1,IRMAS-TrainingData\pia\[pia][cla]1324__1.wav,Piano,0
[pia][jaz_blu]1484__2,[pia][jaz_blu]1484__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1484__2.wav,Piano,0
[pia][jaz_blu]1354__2,[pia][jaz_blu]1354__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1354__2.wav,Piano,0
051__[pia][dru][jaz_blu]1431__2,051__[pia][dru][jaz_blu]1431__2,IRMAS-TrainingData\pia\051__[pia][dru][jaz_blu]1431__2.wav,Piano,0
[pia][jaz_blu]1472__1,[pia][jaz_blu]1472__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1472__1.wav,Piano,0
086__[pia][dru][jaz_blu]1424__2,086__[pia][dru][jaz_blu]1424__2,IRMAS-TrainingData\pia\086__[pia][dru][jaz_blu]1424__2.wav,Piano,0
[pia][jaz_blu]1463__3,[pia][jaz_blu]1463__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1463__3.wav,Piano,0
[pia][pop_roc]1326__3,[pia][pop_roc]1326__3,IRMAS-TrainingData\pia\[pia][pop_roc]1326__3.wav,Piano,0
[pia][jaz_blu]1372__1,[pia][jaz_blu]1372__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1372__1.wav,Piano,0
[pia][cla]1341__1,[pia][cla]1341__1,IRMAS-TrainingData\pia\[pia][cla]1341__1.wav,Piano,0
[pia][jaz_blu]1460__2,[pia][jaz_blu]1460__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1460__2.wav,Piano,0
125__[pia][nod][cla]1378__1,125__[pia][nod][cla]1378__1,IRMAS-TrainingData\pia\125__[pia][nod][cla]1378__1.wav,Piano,0
[pia][jaz_blu]1372__2,[pia][jaz_blu]1372__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1372__2.wav,Piano,0
[pia][cla]1324__3,[pia][cla]1324__3,IRMAS-TrainingData\pia\[pia][cla]1324__3.wav,Piano,0
051__[pia][dru][jaz_blu]1431__3,051__[pia][dru][jaz_blu]1431__3,IRMAS-TrainingData\pia\051__[pia][dru][jaz_blu]1431__3.wav,Piano,0
[pia][jaz_blu]1301__2,[pia][jaz_blu]1301__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1301__2.wav,Piano,0
152__[pia][dru][pop_roc]1440__1,152__[pia][dru][pop_roc]1440__1,IRMAS-TrainingData\pia\152__[pia][dru][pop_roc]1440__1.wav,Piano,0
[pia][jaz_blu]1336__2,[pia][jaz_blu]1336__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1336__2.wav,Piano,0
212__[pia][nod][cla]1397__2,212__[pia][nod][cla]1397__2,IRMAS-TrainingData\pia\212__[pia][nod][cla]1397__2.wav,Piano,0
[pia][pop_roc]1541__3,[pia][pop_roc]1541__3,IRMAS-TrainingData\pia\[pia][pop_roc]1541__3.wav,Piano,0
063__[pia][nod][cla]1418__2,063__[pia][nod][cla]1418__2,IRMAS-TrainingData\pia\063__[pia][nod][cla]1418__2.wav,Piano,0
[pia][cla]1453__2,[pia][cla]1453__2,IRMAS-TrainingData\pia\[pia][cla]1453__2.wav,Piano,0
[pia][jaz_blu]1491__3,[pia][jaz_blu]1491__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1491__3.wav,Piano,0
199__[pia][nod][cla]1383__1,199__[pia][nod][cla]1383__1,IRMAS-TrainingData\pia\199__[pia][nod][cla]1383__1.wav,Piano,0
[pia][pop_roc]1332__3,[pia][pop_roc]1332__3,IRMAS-TrainingData\pia\[pia][pop_roc]1332__3.wav,Piano,0
[pia][pop_roc]1334__2,[pia][pop_roc]1334__2,IRMAS-TrainingData\pia\[pia][pop_roc]1334__2.wav,Piano,0
002__[pia][nod][cla]1382__3,002__[pia][nod][cla]1382__3,IRMAS-TrainingData\pia\002__[pia][nod][cla]1382__3.wav,Piano,0
124__[pia][nod][jaz_blu]1426__2,124__[pia][nod][jaz_blu]1426__2,IRMAS-TrainingData\pia\124__[pia][nod][jaz_blu]1426__2.wav,Piano,0
031__[pia][nod][cla]1444__2,031__[pia][nod][cla]1444__2,IRMAS-TrainingData\pia\031__[pia][nod][cla]1444__2.wav,Piano,0
[pia][cla]1364__3,[pia][cla]1364__3,IRMAS-TrainingData\pia\[pia][cla]1364__3.wav,Piano,0
[pia][cla]1312__3,[pia][cla]1312__3,IRMAS-TrainingData\pia\[pia][cla]1312__3.wav,Piano,0
215__[pia][dru][jaz_blu]1432__3,215__[pia][dru][jaz_blu]1432__3,IRMAS-TrainingData\pia\215__[pia][dru][jaz_blu]1432__3.wav,Piano,0
[pia][jaz_blu]1521__3,[pia][jaz_blu]1521__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1521__3.wav,Piano,0
[pia][pop_roc]1326__2,[pia][pop_roc]1326__2,IRMAS-TrainingData\pia\[pia][pop_roc]1326__2.wav,Piano,0
[pia][pop_roc]1537__1,[pia][pop_roc]1537__1,IRMAS-TrainingData\pia\[pia][pop_roc]1537__1.wav,Piano,0
160__[pia][nod][jaz_blu]1433__1,160__[pia][nod][jaz_blu]1433__1,IRMAS-TrainingData\pia\160__[pia][nod][jaz_blu]1433__1.wav,Piano,0
[pia][cla]1456__1,[pia][cla]1456__1,IRMAS-TrainingData\pia\[pia][cla]1456__1.wav,Piano,0
[pia][pop_roc]1351__3,[pia][pop_roc]1351__3,IRMAS-TrainingData\pia\[pia][pop_roc]1351__3.wav,Piano,0
[pia][cla]1497__2,[pia][cla]1497__2,IRMAS-TrainingData\pia\[pia][cla]1497__2.wav,Piano,0
170__[pia][nod][cla]1403__3,170__[pia][nod][cla]1403__3,IRMAS-TrainingData\pia\170__[pia][nod][cla]1403__3.wav,Piano,0
072__[pia][nod][cla]1395__2,072__[pia][nod][cla]1395__2,IRMAS-TrainingData\pia\072__[pia][nod][cla]1395__2.wav,Piano,0
[pia][pop_roc]1333__2,[pia][pop_roc]1333__2,IRMAS-TrainingData\pia\[pia][pop_roc]1333__2.wav,Piano,0
[pia][jaz_blu]1473__3,[pia][jaz_blu]1473__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1473__3.wav,Piano,0
[pia][jaz_blu]1486__3,[pia][jaz_blu]1486__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1486__3.wav,Piano,0
104__[pia][nod][cla]1387__3,104__[pia][nod][cla]1387__3,IRMAS-TrainingData\pia\104__[pia][nod][cla]1387__3.wav,Piano,0
[pia][pop_roc]1281__1,[pia][pop_roc]1281__1,IRMAS-TrainingData\pia\[pia][pop_roc]1281__1.wav,Piano,0
[pia][jaz_blu]1505__1,[pia][jaz_blu]1505__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1505__1.wav,Piano,0
[pia][jaz_blu]1517__2,[pia][jaz_blu]1517__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1517__2.wav,Piano,0
029__[pia][nod][cla]1411__2,029__[pia][nod][cla]1411__2,IRMAS-TrainingData\pia\029__[pia][nod][cla]1411__2.wav,Piano,0
[pia][jaz_blu]1510__2,[pia][jaz_blu]1510__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1510__2.wav,Piano,0
[pia][cla]1350__1,[pia][cla]1350__1,IRMAS-TrainingData\pia\[pia][cla]1350__1.wav,Piano,0
204__[pia][nod][cla]1401__3,204__[pia][nod][cla]1401__3,IRMAS-TrainingData\pia\204__[pia][nod][cla]1401__3.wav,Piano,0
[pia][cla]1457__1,[pia][cla]1457__1,IRMAS-TrainingData\pia\[pia][cla]1457__1.wav,Piano,0
[pia][jaz_blu]1477__1,[pia][jaz_blu]1477__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1477__1.wav,Piano,0
001__[pia][nod][cla]1389__2,001__[pia][nod][cla]1389__2,IRMAS-TrainingData\pia\001__[pia][nod][cla]1389__2.wav,Piano,0
[pia][jaz_blu]1356__3,[pia][jaz_blu]1356__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1356__3.wav,Piano,0
[pia][cla]1346__3,[pia][cla]1346__3,IRMAS-TrainingData\pia\[pia][cla]1346__3.wav,Piano,0
[pia][jaz_blu]1472__3,[pia][jaz_blu]1472__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1472__3.wav,Piano,0
[pia][cla]1283__3,[pia][cla]1283__3,IRMAS-TrainingData\pia\[pia][cla]1283__3.wav,Piano,0
131__[pia][nod][cla]1402__2,131__[pia][nod][cla]1402__2,IRMAS-TrainingData\pia\131__[pia][nod][cla]1402__2.wav,Piano,0
[pia][jaz_blu]1513__2,[pia][jaz_blu]1513__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1513__2.wav,Piano,0
[pia][jaz_blu]1359__2,[pia][jaz_blu]1359__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1359__2.wav,Piano,0
108__[pia][nod][cla]1386__2,108__[pia][nod][cla]1386__2,IRMAS-TrainingData\pia\108__[pia][nod][cla]1386__2.wav,Piano,0
[pia][jaz_blu]1514__1,[pia][jaz_blu]1514__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1514__1.wav,Piano,0
[pia][jaz_blu]1520__2,[pia][jaz_blu]1520__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1520__2.wav,Piano,0
[pia][pop_roc]1377__1,[pia][pop_roc]1377__1,IRMAS-TrainingData\pia\[pia][pop_roc]1377__1.wav,Piano,0
[pia][jaz_blu]1525__1,[pia][jaz_blu]1525__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1525__1.wav,Piano,0
[pia][pop_roc]1317__2,[pia][pop_roc]1317__2,IRMAS-TrainingData\pia\[pia][pop_roc]1317__2.wav,Piano,0
032__[pia][dru][jaz_blu]1425__1,032__[pia][dru][jaz_blu]1425__1,IRMAS-TrainingData\pia\032__[pia][dru][jaz_blu]1425__1.wav,Piano,0
[pia][jaz_blu]1461__3,[pia][jaz_blu]1461__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1461__3.wav,Piano,0
[pia][jaz_blu]1491__1,[pia][jaz_blu]1491__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1491__1.wav,Piano,0
[pia][pop_roc]1343__3,[pia][pop_roc]1343__3,IRMAS-TrainingData\pia\[pia][pop_roc]1343__3.wav,Piano,0
[pia][jaz_blu]1460__3,[pia][jaz_blu]1460__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1460__3.wav,Piano,0
[pia][pop_roc]1302__2,[pia][pop_roc]1302__2,IRMAS-TrainingData\pia\[pia][pop_roc]1302__2.wav,Piano,0
[pia][cla]1362__2,[pia][cla]1362__2,IRMAS-TrainingData\pia\[pia][cla]1362__2.wav,Piano,0
[pia][jaz_blu]1530__3,[pia][jaz_blu]1530__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1530__3.wav,Piano,0
[pia][jaz_blu]1358__1,[pia][jaz_blu]1358__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1358__1.wav,Piano,0
[pia][jaz_blu]1526__1,[pia][jaz_blu]1526__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1526__1.wav,Piano,0
[pia][jaz_blu]1353__1,[pia][jaz_blu]1353__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1353__1.wav,Piano,0
[pia][jaz_blu]1528__1,[pia][jaz_blu]1528__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1528__1.wav,Piano,0
153__[pia][dru][cou_fol]1419__3,153__[pia][dru][cou_fol]1419__3,IRMAS-TrainingData\pia\153__[pia][dru][cou_fol]1419__3.wav,Piano,0
[pia][jaz_blu]1329__1,[pia][jaz_blu]1329__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1329__1.wav,Piano,0
190__[pia][dru][jaz_blu]1435__1,190__[pia][dru][jaz_blu]1435__1,IRMAS-TrainingData\pia\190__[pia][dru][jaz_blu]1435__1.wav,Piano,0
067__[pia][nod][cla]1388__2,067__[pia][nod][cla]1388__2,IRMAS-TrainingData\pia\067__[pia][nod][cla]1388__2.wav,Piano,0
[pia][jaz_blu]1356__2,[pia][jaz_blu]1356__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1356__2.wav,Piano,0
[pia][jaz_blu]1339__3,[pia][jaz_blu]1339__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1339__3.wav,Piano,0
239__[pia][nod][cla]1391__2,239__[pia][nod][cla]1391__2,IRMAS-TrainingData\pia\239__[pia][nod][cla]1391__2.wav,Piano,0
[pia][jaz_blu]1489__1,[pia][jaz_blu]1489__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1489__1.wav,Piano,0
[pia][jaz_blu]1494__1,[pia][jaz_blu]1494__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1494__1.wav,Piano,0
254__[pia][nod][cla]1406__3,254__[pia][nod][cla]1406__3,IRMAS-TrainingData\pia\254__[pia][nod][cla]1406__3.wav,Piano,0
190__[pia][dru][jaz_blu]1435__3,190__[pia][dru][jaz_blu]1435__3,IRMAS-TrainingData\pia\190__[pia][dru][jaz_blu]1435__3.wav,Piano,0
[pia][jaz_blu]1532__1,[pia][jaz_blu]1532__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1532__1.wav,Piano,0
[pia][jaz_blu]1532__2,[pia][jaz_blu]1532__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1532__2.wav,Piano,0
057__[pia][nod][cla]1413__3,057__[pia][nod][cla]1413__3,IRMAS-TrainingData\pia\057__[pia][nod][cla]1413__3.wav,Piano,0
[pia][cla]1457__3,[pia][cla]1457__3,IRMAS-TrainingData\pia\[pia][cla]1457__3.wav,Piano,0
[pia][cla]1297__1,[pia][cla]1297__1,IRMAS-TrainingData\pia\[pia][cla]1297__1.wav,Piano,0
[pia][jaz_blu]1523__1,[pia][jaz_blu]1523__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1523__1.wav,Piano,0
[pia][pop_roc]1321__2,[pia][pop_roc]1321__2,IRMAS-TrainingData\pia\[pia][pop_roc]1321__2.wav,Piano,0
064__[pia][dru][jaz_blu]1430__2,064__[pia][dru][jaz_blu]1430__2,IRMAS-TrainingData\pia\064__[pia][dru][jaz_blu]1430__2.wav,Piano,0
[pia][jaz_blu]1300__2,[pia][jaz_blu]1300__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1300__2.wav,Piano,0
[pia][cla]1562__2,[pia][cla]1562__2,IRMAS-TrainingData\pia\[pia][cla]1562__2.wav,Piano,0
[pia][jaz_blu]1530__2,[pia][jaz_blu]1530__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1530__2.wav,Piano,0
[pia][jaz_blu]1465__2,[pia][jaz_blu]1465__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1465__2.wav,Piano,0
[pia][jaz_blu]1492__1,[pia][jaz_blu]1492__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1492__1.wav,Piano,0
[pia][jaz_blu]1522__1,[pia][jaz_blu]1522__1,IRMAS-TrainingData\pia\[pia][jaz_blu]1522__1.wav,Piano,0
[pia][jaz_blu]1515__3,[pia][jaz_blu]1515__3,IRMAS-TrainingData\pia\[pia][jaz_blu]1515__3.wav,Piano,0
[pia][cla]1291__1,[pia][cla]1291__1,IRMAS-TrainingData\pia\[pia][cla]1291__1.wav,Piano,0
[pia][cla]1453__1,[pia][cla]1453__1,IRMAS-TrainingData\pia\[pia][cla]1453__1.wav,Piano,0
[pia][jaz_blu]1521__2,[pia][jaz_blu]1521__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1521__2.wav,Piano,0
[pia][jaz_blu]1533__2,[pia][jaz_blu]1533__2,IRMAS-TrainingData\pia\[pia][jaz_blu]1533__2.wav,Piano,0
